ProjectName,Street,City,State,Zipcode,full_address,CertLevel,CertDate,LEEDSystemVersionDisplayName,GrossFloorArea,ProjectTypes,OwnerOrganization
The Lirio,806 9th Avenue,New York,NY,10019,"806 9th Avenue, New York, NY 10019",,,LEED V4 BD+C: HOMR,103063.0,Multi-Family Mid-Rise,Hudson Companies Inc
Moet Hennessy,250 Greenwich Street,New York,NY,10007,"250 Greenwich Street, New York, NY 10007",Certified,2022-03-09 00:00:00,LEED v4 ID+C: CI,51352.0,Office: Administrative/Professional,Moet Hennessy
UGG 5th Ave Flagship,"530,",New York,NY,10036,"530,, New York, NY 10036",Silver,2021-03-18 00:00:00,LEED v4 ID+C: Retail,10440.98,Retail: Convenience Store,Deckers Brands
Moynihan Train Hall - Phase 2,421 8th Ave,New York,NY,10199,"421 8th Ave, New York, NY 10199",Silver,2021-07-15 00:00:00,LEED v4 BD+C: Transit,372000.0,Transit: Station,Empire State Development
Thornton Tomasetti- NYC Office,120 Broadway,New York,NY,10271,"120 Broadway, New York, NY 10271",Gold,2022-01-12 00:00:00,LEED v4 ID+C: CI,67800.0,Office: Other Office,"Thornton Tomasetti, Inc."
760 Madison,760 Madison Ave,New York,NY,10065,"760 Madison Ave, New York, NY 10065",,,LEED v4 BD+C: NC,88882.0,Multi-Family Residential: Condominium,SL Green Realty Corp.
Morgan North,341 9th Avenue,New York,NY,10199,"341 9th Avenue, New York, NY 10199",Gold,2023-08-03 00:00:00,LEED v4 BD+C: CS,519455.0,Office: Mixed-Use,Tishman Speyer
NLGIA 101 Park Ave NYC,101 Park Ave,New York,NY,10017,"101 Park Ave, New York, NY 10017",Gold,2021-04-08 00:00:00,LEED v4 ID+C: CI,20899.0,Office: Financial,Nippon Life Insurance Company
125 West End Avenue,125 West End Avenue,New York,NY,10023,"125 West End Avenue, New York, NY 10023",Gold,2024-01-27 00:00:00,LEED v4 BD+C: CS,348214.0,Laboratory,"125 West End Associates, LLC"
Perkins and Will NYO,1250 Broadway,New York,NY,10001,"1250 Broadway, New York, NY 10001",,,LEED v4 ID+C: CI,11078.0,Office: Administrative/Professional,PERKINS+WILL
Celonis NYC,One World Trade Center,New York,NY,10007,"One World Trade Center, New York, NY 10007",Gold,2021-07-12 00:00:00,LEED v4 ID+C: CI,21255.0,Office: Administrative/Professional,Celonis
AIG 28 Liberty St,28 Liberty Street,New York,NY,10005,"28 Liberty Street, New York, NY 10005",Gold,2022-05-05 00:00:00,LEED v4 ID+C: CI,137259.0,Office: Financial,"AIG Employee Services, Inc."
29 Jay Street,29 Jay Street,New York,NY,11202,"29 Jay Street, New York, NY 11202",,,LEED v4 BD+C: CS,215000.0,Office: Administrative/Professional,"Edward J. Minskoff Equities, Inc."
JLL NYC - 330 Madison Ave Office,330 Madison Avenue Floors 3-6,New York,NY,10017,"330 Madison Avenue Floors 3-6, New York, NY 10017",Gold,2022-07-06 00:00:00,LEED v4 ID+C: CI,133604.0,Office: Administrative/Professional,"Jones Lang LaSalle Americas, Inc."
1 NY Plaza - Floor 5,One New York Plaza,New York,NY,10004,"One New York Plaza, New York, NY 10004",Gold,2023-10-31 00:00:00,LEED v4 ID+C: CI,45305.0,Office: Administrative/Professional, 
1 NY Plaza - Floor 7,One New York Plaza,New York,NY,10004,"One New York Plaza, New York, NY 10004",Gold,2024-05-14 00:00:00,LEED v4 ID+C: CI,58316.0,Office: Administrative/Professional, 
CXP HQ 315 Park Ave South Fl 5,315 Park Avenue South,New York,NY,10010,"315 Park Avenue South, New York, NY 10010",Gold,2021-07-12 00:00:00,LEED v4 ID+C: CI,13671.0,Office: Other Office,Columbia Property Trust
495 11th Avenue,495 11th Avenue,New York,NY,10018,"495 11th Avenue, New York, NY 10018",,,LEED v4 BD+C: NC,740177.0,Other,Radson Development
GSA CFTC 6th Floor Tenant Fit-out,290 Broadway,New York,NY,10007,"290 Broadway, New York, NY 10007",Silver,2024-06-25 00:00:00,LEED v4 ID+C: CI,13900.0,Office: Government,General Services Administration
Children's Museum of Manhattan,361 Central Park West,New York,NY,10025,"361 Central Park West, New York, NY 10025",,,LEED v4 BD+C: NC,89274.0,Public Assembly: Museum,Children's Museum of Manhattan
Bank of America - 2 Bryant Park,1100 Avenue of the Americas,New York,NY,10018,"1100 Avenue of the Americas, New York, NY 10018",Platinum,2023-07-06 00:00:00,LEED v4 ID+C: CI,255000.0,Office: Financial,Bank of America
140 Broadway,140 Broadway,New York,NY,10005,"140 Broadway, New York, NY 10005",,,LEED v4.1 O+M: EB,1272199.0,Office: Administrative/Professional,JLL
TD Bank - New York NY - 31st & Park,460 Park Avenue South,New York,NY,10061,"460 Park Avenue South, New York, NY 10061",Silver,2024-03-18 00:00:00,LEED v4 ID+C: Retail,2851.0,Retail: Bank Branch,TD Bank Group
1155 Avenue of the Americas - Recert,1155 Avenue of the Americas,New York,NY,10036,"1155 Avenue of the Americas, New York, NY 10036",Gold,2021-08-09 00:00:00,LEED v4 O+M: EB,686838.0,Office: Mixed-Use,The Durst Organization
Redeemer Presbyterian Church,150 East 91st Street,New York,NY,10128,"150 East 91st Street, New York, NY 10128",,,LEED v4 BD+C: NC,45000.0,Religious Worship,Redeemer Presbyterian Church of New York
Schrodinger NYC Floors 21-24,1540 Broadway,New York,NY,10001,"1540 Broadway, New York, NY 10001",Gold,2022-04-04 00:00:00,LEED v4 ID+C: CI,100000.0,Office: Administrative/Professional,Schrodinger
NPR,11 West 42nd Street,New York,NY,10036,"11 West 42nd Street, New York, NY 10036",Gold,2022-10-28 00:00:00,LEED v4 ID+C: CI,8188.0,Office: Administrative/Professional,NPR Radio
1133 Avenue of the Americas - Recert,1133 Avenue of the Americas,New York,NY,10036,"1133 Avenue of the Americas, New York, NY 10036",Gold,2021-07-29 00:00:00,LEED v4 O+M: EB,977035.0,Office: Mixed-Use,The Durst Organization
"VERSACE, Greene Street",111 Greene Street,New York,NY,10036,"111 Greene Street, New York, NY 10036",Gold,2022-03-24 00:00:00,LEED v4 ID+C: Retail,2882.0,Retail: Other Retail,GIANNI VERSACE
360 Park Avenue South,360 Park Avenue South,New York,NY,10010,"360 Park Avenue South, New York, NY 10010",,,LEED v4.1 O+M: EB,398293.0,Office: Other Office,"Enterprise Asset Management, Inc."
Cisco Systems - One Penn Plaza - FL 9,1 Penn Plaza,New York,NY,10119,"1 Penn Plaza, New York, NY 10119",Certified,2022-08-29 00:00:00,LEED v4 ID+C: CI,43000.0,Office: Administrative/Professional,Cisco Systems Inc.
TD Bank - New York NY - 1619 Broadway,1619 Broadway,New York,NY,10019,"1619 Broadway, New York, NY 10019",Silver,2024-09-25 00:00:00,LEED v4 ID+C: Retail,2370.0,Retail: Bank Branch,TD Bank Group
City of New York: BBJ Queens Parking Gar,80-25 126th St,New York,NY,11425,"80-25 126th St, New York, NY 11425",,,Parksmart,227285.0, ,New York City Department of Correction
NYU Langone Orthopedic Center,333-339 East 38th Street,New York,NY,10016,"333-339 East 38th Street, New York, NY 10016",,,LEED v4 BD+C: NC,404123.0,Healthcare: Clinic/Other Outpatient,NYU Langone Health
175 Park,109 E 42nd St,New York,NY,10017,"109 E 42nd St, New York, NY 10017",,,LEED v4.1 BD+C: CS,2800000.0,Office: Mixed-Use,Commodore Owner LLC
Silvio J. Mollo Federal Building,1 St. Andrews Plaza,New York,NY,10278,"1 St. Andrews Plaza, New York, NY 10278",,,LEED v4 BD+C: NC,160280.0,Office: Government,General Services Administration
US Attorney's Office SDNY 37 & 38th Fl,26 Federal Plaza,New York,NY,10278,"26 Federal Plaza, New York, NY 10278",Platinum,2024-08-19 00:00:00,LEED v4 ID+C: CI,92000.0,Office: Government,General Services Administration
ELC x NYC: 110 E 59th St,110 East 59th Street,New York,NY,10022,"110 East 59th Street, New York, NY 10022",Gold,2024-05-29 00:00:00,LEED v4 ID+C: CI,64850.0,Office: Administrative/Professional,Estee Lauder Companies Inc.
Manhattan West Retail South,375 9th Ave,New York,NY,10001,"375 9th Ave, New York, NY 10001",Certified,2024-10-30 00:00:00,LEED v4 BD+C: CS,46422.0,Retail: Enclosed Mall,Brookfield Properties
Manhattan West Retail North,395 9th Ave.,New York,NY,10001,"395 9th Ave., New York, NY 10001",Certified,2024-10-30 00:00:00,LEED v4 BD+C: CS,47735.0,Retail: Enclosed Mall,Brookfield Properties
Canadian Mission in New York,466 Lexington Avenue,New York,NY,10017,"466 Lexington Avenue, New York, NY 10017",Gold,2023-01-17 00:00:00,LEED v4.1 O+M: Interiors,72901.0,Office: Government,Government of Canada
Row NY - Boathouse,"3711 Tenth Avenue, Block 2150, Lot 1",New York,NY,10034,"3711 Tenth Avenue, Block 2150, Lot 1, New York, NY 10034",,,LEED v4 BD+C: NC,15270.0,Public Assembly: Recreation,Row New York
"Socotec Offices, 151 West 42nd Street",151 West 42nd Street,New York,NY,10036,"151 West 42nd Street, New York, NY 10036",Platinum,2023-07-03 00:00:00,LEED v4 ID+C: CI,10840.0,Office: Administrative/Professional,Socotec Inc
NYU - 35 Fifth Ave - Rubin Hall,35 Fifth Avenue,New York,NY,10003,"35 Fifth Avenue, New York, NY 10003",,,LEED v4 BD+C: NC,158047.0,Lodging: Dormitory,New York University
IAC,555 West 18th Street,New York,NY,10011,"555 West 18th Street, New York, NY 10011",Gold,2023-06-21 00:00:00,LEED v4.1 O+M: EB,183258.0,Office: Administrative/Professional,IAC
122 Fifth Avenue,122 Fifth Avenue,New York,NY,10011,"122 Fifth Avenue, New York, NY 10011",Gold,2024-05-01 00:00:00,LEED v4 BD+C: CS,244245.0,Office: Other Office,Bromley
Millennium Wellness Program,399 Park Avenue,New York,NY,10022,"399 Park Avenue, New York, NY 10022",,,LEED v4 ID+C: CI,13000.0,Healthcare: Clinic/Other Outpatient,MIllennium Partners
Elevance Health Manhattan,1 Penn Plaza,New York,NY,10119,"1 Penn Plaza, New York, NY 10119",Gold,2023-07-31 00:00:00,LEED v4 ID+C: CI,45690.0,Office: Administrative/Professional,Elevance Health
Mitsubishi Corporation Americas,151 West 42nd Street,New York,NY,10036,"151 West 42nd Street, New York, NY 10036",Gold,2023-06-07 00:00:00,LEED v4 ID+C: CI,54040.0,Office: Mixed-Use,Mitsubishi Corporation
"1515 Broadway- 14,15,36,43rd fls",1515 Broadway,New York,NY,10036,"1515 Broadway, New York, NY 10036",Gold,2023-08-09 00:00:00,LEED v4 ID+C: CI,96971.0,Office: Administrative/Professional,Viacom Inc.
S306 Broadway Prada,575 Broadway,New York,NY,10012,"575 Broadway, New York, NY 10012",,,LEED v4.1 O+M: Interiors,2442.0,Retail: Enclosed Mall,Prada SpA
1 West 60th Street,1 West 60th Street,New York,NY,10023,"1 West 60th Street, New York, NY 10023",,,LEED v4 BD+C: NC,220000.0,Multi-Family Residential: Condominium,Global Holdings Management Group (US) In
120 West 45th Street,120 W 45th Street,New York,NY,10036,"120 W 45th Street, New York, NY 10036",,,LEED v4.1 O+M: EB,458446.0,Office: Mixed-Use,Kamber Management Company LLC
FENDI New York Soho,"Space NK Greene, 99 Greene St",New York,NY,10012,"Space NK Greene, 99 Greene St, New York, NY 10012",Gold,2021-12-21 00:00:00,LEED v4.1 O+M: Interiors,495.0,Retail: Other Retail,FENDI Srl
1633 Broadway - 18th Floor - PGI,1633 Broadway,New York,NY,10019,"1633 Broadway, New York, NY 10019",Platinum,2023-05-24 00:00:00,LEED v4 ID+C: CI,37152.0,Office: Administrative/Professional,Paramount Group INC
249 West 17th Street,249 West 17th Street,New York,NY,10011,"249 West 17th Street, New York, NY 10011",,,LEED v4 O+M: EB WP,142599.0,Office: Mixed-Use,Columbia Property Trust
245 West 17th Street,245 West 17th Street,New York,NY,10011,"245 West 17th Street, New York, NY 10011",,,LEED v4 O+M: EB WP,138646.0,Office: Mixed-Use,Columbia Property Trust
114 W47th St - Recert,114 West 47th Street,New York,NY,10036,"114 West 47th Street, New York, NY 10036",Gold,2022-06-23 00:00:00,LEED v4 O+M: EB,577534.0,Office: Mixed-Use,The Durst Organization
1 NY Plaza - Floor 12,One New York Plaza,New York,NY,10004,"One New York Plaza, New York, NY 10004",Silver,2025-01-30 00:00:00,LEED v4 ID+C: CI,58315.0,Office: Administrative/Professional, 
White & Case L2,1221 Avenue of Americas,New York,NY,10020,"1221 Avenue of Americas, New York, NY 10020",Gold,2023-06-01 00:00:00,LEED v4 ID+C: CI,28073.0,Office: Mixed-Use,White & Case LLP
GSA DOE 33rd Floor,26 Federal Plaza,New York,NY,10278,"26 Federal Plaza, New York, NY 10278",,,LEED v4 ID+C: CI,27414.0,Office: Government,Federal Government
Turner Construction HQ and NY Office,66 Hudson Boulevard 35th and 36th Floors,New York,NY,10001,"66 Hudson Boulevard 35th and 36th Floors, New York, NY 10001",Platinum,2023-06-15 00:00:00,LEED v4 ID+C: CI,58670.0,Office: Administrative/Professional,Turner Construction Company
Skirball Research Building,540 1st Ave.,New York,NY,10016,"540 1st Ave., New York, NY 10016",,,LEED v4 ID+C: CI,133000.0,Laboratory,NYU Langone Health
NBA 645 Fifth Avenue - Floor 11,645 Fifth Avenue,New York,NY,10022,"645 Fifth Avenue, New York, NY 10022",Silver,2022-08-22 00:00:00,LEED v4 ID+C: CI,16193.0,Office: Mixed-Use,National Basketball Association
Bregal Investments - 200 Park Ave,200 Park Avenue,New York,NY,10166,"200 Park Avenue, New York, NY 10166",Gold,2023-04-18 00:00:00,LEED v4 ID+C: CI,34500.0,Office: Financial,Bregal Investments
NYU - 25 West 4th Street,25 West 4th Street,New York,NY,10003,"25 West 4th Street, New York, NY 10003",,,LEED v4 BD+C: NC,81520.0,Core Learning Space: College/University,New York University
750 7th Ave- 20th Floor,750 7th Ave,New York,NY,10019,"750 7th Ave, New York, NY 10019",Silver,2024-08-12 00:00:00,LEED v4 ID+C: CI,8791.0,Office: Mixed-Use,Morgan Stanley & Co. Incorporated
"114 West 47th Street, Floors 10, 11, 12",114 West 47th Street,New York,NY,10036,"114 West 47th Street, New York, NY 10036",Silver,2023-08-10 00:00:00,LEED v4 ID+C: CI,55520.0,Office: Administrative/Professional,CBRE Global Investors
Brown Brothers Harriman New York,140 Broadway,New York,NY,10005,"140 Broadway, New York, NY 10005",,,Zero Waste v1,0.0,Finance & Insurance,
Lowenstein Sandler - Ave of Americas,1251 Avenue of the Americas,New York,NY,10020,"1251 Avenue of the Americas, New York, NY 10020",,,LEED v4 ID+C: CI,125700.0,Office: Administrative/Professional,"Lowenstein Sandler, LLP"
BBH NYC Headquarters,140 Broadway,New York,NY,10005,"140 Broadway, New York, NY 10005",Silver,2024-04-11 00:00:00,LEED v4 ID+C: CI,124207.0,Office: Financial,Brown Brothers Harriman
Christie's NYC,20 Rockefeller Plaza,New York,NY,10020,"20 Rockefeller Plaza, New York, NY 10020",Gold,2022-08-08 00:00:00,LEED v4.1 O+M: Interiors,336000.0,Office: Mixed-Use,Christie's Auction House
Microsoft AdTech Hub,122 5th Avenue,New York,NY,10011,"122 5th Avenue, New York, NY 10011",Gold,2024-03-08 00:00:00,LEED v4 ID+C: CI,102153.0,Office: Administrative/Professional,Microsoft
Chopard New York Flagship,730 Fifth Avenue,New York,NY,10019,"730 Fifth Avenue, New York, NY 10019",Gold,2023-05-31 00:00:00,LEED v4 ID+C: Retail,2127.0,Retail: Other Retail,Chopard USA Ltd
NYU - 707 Broadway Fl 5 - Cog Neuro,707 Broadway,New York,NY,10003,"707 Broadway, New York, NY 10003",Gold,2024-11-22 00:00:00,LEED v4 ID+C: CI,10497.0,Office: Mixed-Use,New York University
101 Franklin Street,101 Franklin Street,New York,NY,10013,"101 Franklin Street, New York, NY 10013",,,LEED v4 BD+C: CS,194990.0,Office: Administrative/Professional,Columbia Property Trust
Microsoft CELA UN Affairs,885 2nd Ave,New York,NY,10017,"885 2nd Ave, New York, NY 10017",Silver,2023-12-04 00:00:00,LEED v4 ID+C: CI,11000.0,Office: Administrative/Professional,Microsoft
Alexander McQueen New York Soho,71 Greene St,New York,NY,10012,"71 Greene St, New York, NY 10012",Platinum,2022-07-08 00:00:00,LEED v4 ID+C: Retail,541.0,Retail: Other Retail,Alexander McQueen
250 Water Street,250 Water Street,New York,NY,10038,"250 Water Street, New York, NY 10038",,,LEED v4 BD+C: NC,669599.0,Multi-Family Residential: Apartment,Howard Hughes Corporation
Columbia Property Trust - 149 Madison,149 Madison Ave,New York,NY,10016,"149 Madison Ave, New York, NY 10016",,,LEED v4 ID+C: CI,15000.0,Office: Administrative/Professional,Columbia Property Trust
Schrodinger NYC 25th Floor,1540 Broadway,New York,NY,10001,"1540 Broadway, New York, NY 10001",Gold,2023-02-02 00:00:00,LEED v4 ID+C: CI,16903.0,Office: Administrative/Professional,Schrodinger
Rizzo Group,1350 Broadway,New York,NY,10018,"1350 Broadway, New York, NY 10018",,,LEED v4 ID+C: CI,10000.0,Office: Administrative/Professional,Rizzo Group
Bottega Veneta New York SoHo,"101 Greene St., New York",New York,NY,10012,"101 Greene St., New York, New York, NY 10012",Gold,2023-06-20 00:00:00,LEED v4 ID+C: Retail,3290.0,Retail: Other Retail,Bottega Veneta S.r.l.
Durst 1WTC 86th Floor A+T,72 Vessey St,New York,NY,10007,"72 Vessey St, New York, NY 10007",Gold,2022-10-27 00:00:00,LEED v4 ID+C: CI,11045.0,Office: Administrative/Professional,Royal 1 WTC Management LLC
McKinsey - MIO Partners,630 Fifth Ave,New York,NY,10111,"630 Fifth Ave, New York, NY 10111",Platinum,2024-10-24 00:00:00,LEED v4 ID+C: CI,23660.0,Office: Administrative/Professional,McKinsey & Co.
Green-Wood Education and Welcome Center,750 5th Avenue,New York,NY,11232,"750 5th Avenue, New York, NY 11232",,,LEED v4 BD+C: NC,20779.0,Public Assembly: Other Assembly,The Green-Wood Cemetery
WestCap NY Office Relocation,40 Tenth Avenue,New York,NY,10014,"40 Tenth Avenue, New York, NY 10014",Gold,2023-07-26 00:00:00,LEED v4 ID+C: CI,17678.0,Office: Financial,WestCap Management LLC
340 Madison,340 Madison Avenue,New York,NY,10173,"340 Madison Avenue, New York, NY 10173",Gold,2022-09-19 00:00:00,LEED v4.1 O+M: EB,758999.0,Office: Mixed-Use,340 MADISON OWNER LLC
Pier 94,711 12th Ave,New York,NY,10019,"711 12th Ave, New York, NY 10019",,,LEED v4 BD+C: NC,211500.0,Other,Vornado Realty Trust
Celonis NYC - 70th FL,One World Trade Center,New York,NY,10007,"One World Trade Center, New York, NY 10007",Gold,2023-06-23 00:00:00,LEED v4 ID+C: CI,34274.0,Office: Administrative/Professional,Celonis
335 Eighth Avenue,335 Eighth Avenue,New York,NY,10001,"335 Eighth Avenue, New York, NY 10001",,,LEED v4 BD+C: NC,210336.0,Multi-Family Residential: Apartment,MAG Partners
NYU - 20 Cooper SQ - Grey Art Gallery,22 Cooper SQ,New York,NY,10003,"22 Cooper SQ, New York, NY 10003",,,LEED v4.1 ID+C: CI,19933.0,Public Assembly: Museum,New York University
BAC - One Bryant Park - 27th Flr,1111 Avenue of the Americas,New York,NY,10036,"1111 Avenue of the Americas, New York, NY 10036",Gold,2023-09-28 00:00:00,LEED v4 ID+C: CI,35600.0,Office: Financial,Bank of America
1515 Broadway - 17 Floor,1515 Broadway,New York,NY,10036,"1515 Broadway, New York, NY 10036",,,LEED v4 ID+C: CI,33000.0,Office: Administrative/Professional,Viacom Inc.
Red Hook - Court St - Logistics Center,75 Rockefeller Plaza,New York,NY,10019,"75 Rockefeller Plaza, New York, NY 10019",,,LEED v4 BD+C: CS,391110.0,Warehouse: Nonrefrigerated Distribution/Shipping,RXR Realty
ICG,277 Park Avenue,New York,NY,10017,"277 Park Avenue, New York, NY 10017",Gold,2023-06-02 00:00:00,LEED v4 ID+C: CI,24709.0,Office: Financial,"ICG - Interior Construction Group, Inc."
100 Church Street Recertification,100 Church Street,New York,NY,10007,"100 Church Street, New York, NY 10007",Gold,2022-08-29 00:00:00,LEED-EB:OM v2009,1018237.0,Office: Administrative/Professional,SIG
HKS New York City Office,30 West 26th Street,New York,NY,10010,"30 West 26th Street, New York, NY 10010",Platinum,2024-06-24 00:00:00,LEED v4 ID+C: CI,5501.0,Office: Administrative/Professional,"HKS, Inc."
TD Bank - East Village - 47 Third Ave,47 Third Ave,New York,NY,10003,"47 Third Ave, New York, NY 10003",Silver,2023-12-15 00:00:00,LEED v4 ID+C: Retail,3077.0,Retail: Bank Branch,TD Bank Group
IPG HUGE Brooklyn Navy Yards,1 Dock 72 Way,New York,NY,11205,"1 Dock 72 Way, New York, NY 11205",Silver,2024-03-22 00:00:00,LEED v4 ID+C: CI,42317.0,Office: Mixed-Use,Interpublic Group
UN Women,220 East 42nd Street,New York,NY,10017,"220 East 42nd Street, New York, NY 10017",Gold,2024-07-03 00:00:00,LEED v4 ID+C: CI,44901.0,Office: Other Office,SL Green Realty Corp.
CannonDesign NYC Office,300 East 42nd Street,New York,NY,10017,"300 East 42nd Street, New York, NY 10017",Gold,2024-07-16 00:00:00,LEED v4 ID+C: CI,10607.0,Office: Other Office,Cannon Design
Millennium 399 Park Expansion,399 Park Ave,New York,NY,10022,"399 Park Ave, New York, NY 10022",Gold,2024-08-29 00:00:00,LEED v4 ID+C: CI,42869.0,Office: Financial,MIllennium Partners
Barnard College R&D Science Center,3009 Broadway,New York,NY,10027,"3009 Broadway, New York, NY 10027",,,LEED v4 BD+C: NC,167000.0,Core Learning Space: College/University,Barnard College
Stuyvesant Town - Peter Cooper Village,252 First Avenue,New York,NY,10001,"252 First Avenue, New York, NY 10001",,,LEED v4.1 Communities: Existing,19305.0, ,Stuytown Property Services
1 NY Plaza - Floor 4,One New York Plaza,New York,NY,10004,"One New York Plaza, New York, NY 10004",,,LEED v4 ID+C: CI,47214.0,Office: Administrative/Professional, 
1 NY Plaza - Floor 3,One New York Plaza,New York,NY,10004,"One New York Plaza, New York, NY 10004",,,LEED v4 ID+C: CI,32417.0,Office: Administrative/Professional, 
South Brooklyn Marine Terminal O&M Base,"South Brooklyn Marine Terminal, 2nd Aven",New York,NY,11232,"South Brooklyn Marine Terminal, 2nd Aven, New York, NY 11232",,,LEED v4 BD+C: NC,74700.0,Office: Other Office,Equinor
1370 Avenue of the Americas,1370 Avenue of the Americas,New York,NY,10019,"1370 Avenue of the Americas, New York, NY 10019",,,LEED v4 O+M: EB,347545.0,Office: Mixed-Use,"Avenue of Americas, LLC"
Central Park Conservancy,717 Fifth Ave,New York,NY,10022,"717 Fifth Ave, New York, NY 10022",Gold,2025-03-03 00:00:00,LEED v4 ID+C: CI,31500.0,Office: Administrative/Professional,Central Park Conservancy
BAC - One Bryant Park - 26th & 25th Flrs,1111 Avenue of the Americas,New York,NY,10036,"1111 Avenue of the Americas, New York, NY 10036",,,LEED v4 ID+C: CI,71500.0,Office: Financial,Bank of America
477 Madison,477 Madison,New York,NY,10022,"477 Madison, New York, NY 10022",Gold,2023-09-07 00:00:00,LEED v4.1 O+M: EB,262297.0,Office: Mixed-Use,RFR Realty
Falchi USCIS GSA 9NY2747,3100 47th Avenue,New York,NY,11101,"3100 47th Avenue, New York, NY 11101",Certified,2024-08-08 00:00:00,LEED v4 ID+C: CI,40040.0,Office: Government,3100 47th Avenue Property Investors III
575 Lexington Avenue,575 Lexington Ave,New York,NY,10022,"575 Lexington Ave, New York, NY 10022",Gold,2025-06-07 00:00:00,LEED v4 O+M: EB,676807.0,Office: Mixed-Use,Cannon Hill Capital Partners LLC
237 Park Avenue,237 Park Ave,New York,NY,10017,"237 Park Ave, New York, NY 10017",,,LEED v4 O+M: EB,1258001.0,Office: Mixed-Use,RXR Realty
1 NY Plaza - Floor 8,One New York Plaza,New York,NY,10004,"One New York Plaza, New York, NY 10004",,,LEED v4 ID+C: CI,47214.0,Office: Administrative/Professional, 
TD Bank - City Hall - 287 Broadway,287 Broadway,New York,NY,10007,"287 Broadway, New York, NY 10007",Silver,2025-01-29 00:00:00,LEED v4 ID+C: Retail,1822.0,Retail: Bank Branch,TD Bank Group
5 Times Square,5 Times Square,New York,NY,10036,"5 Times Square, New York, NY 10036",Silver,2023-04-24 00:00:00,LEED v4 O+M: EB,1121386.0,Office: Mixed-Use,RXR Realty
CHUBB New York,550 Madison Avenue,New York,NY,10022,"550 Madison Avenue, New York, NY 10022",,,LEED v4 ID+C: CI,38000.0,Office: Financial,Chubb Group of Insurance Companies
Barnard Hall - Center for Well-Being,3009 Broadway,New York,NY,10027,"3009 Broadway, New York, NY 10027",,,LEED v4 ID+C: CI,25500.0,Core Learning Space: College/University,Barnard College
237 Park,237 Park Avenue,New York,NY,10017,"237 Park Avenue, New York, NY 10017",Certified,2023-04-19 00:00:00,LEED v4 O+M: EB,1258001.0,Office: Mixed-Use,RXR Realty
61 Broadway,61 Broadway,New York,NY,10006,"61 Broadway, New York, NY 10006",Silver,2023-09-01 00:00:00,LEED v4 O+M: EB,709506.0,Office: Mixed-Use,RXR Realty
Starrett Lehigh,601 West 26th St,New York,NY,10001,"601 West 26th St, New York, NY 10001",Certified,2023-08-14 00:00:00,LEED v4 O+M: EB,1925012.0,Office: Mixed-Use,RXR Realty
450 Lexington Avenue,450 Lexington Ave,New York,NY,10017,"450 Lexington Ave, New York, NY 10017",Certified,2023-04-06 00:00:00,LEED v4 O+M: EB,870126.0,Office: Mixed-Use,RXR Realty
620 Avenue of the Americas,620 6th Ave,New York,NY,10011,"620 6th Ave, New York, NY 10011",Certified,2023-08-22 00:00:00,LEED v4 O+M: EB,737425.0,Office: Mixed-Use,RXR Realty
Burberry New York Flagship-57th St.,9 E 57th St New York,New York,NY,10022,"9 E 57th St New York, New York, NY 10022",,,LEED v4 ID+C: Retail,32453.16,Retail: Other Retail,Burberry
TD Bank - Canal & Lafayette - 250 Canal,250 Canal St.,New York,NY,10013,"250 Canal St., New York, NY 10013",,,LEED v4 ID+C: Retail,4150.0,Retail: Bank Branch,TD Bank Group
NYC DCAS 1 Centre Street 25th Floor,1 Centre Street,New York,NY,10007,"1 Centre Street, New York, NY 10007",,,LEED v4 ID+C: CI,33000.0,Office: Government,DCAS
DIESEL NY Soho,"122 Spring Street, New York, NY",New York,NY,10012,"122 Spring Street, New York, NY, New York, NY 10012",Gold,2023-07-18 00:00:00,LEED v4 ID+C: Retail,5640.0,Retail: Other Retail,DIESEL U.S.A. Inc.
Cohen & Steers,1166 Avenue of the Americas,New York,NY,10036,"1166 Avenue of the Americas, New York, NY 10036",Gold,2024-03-05 00:00:00,LEED v4 ID+C: CI,108856.0,Office: Financial,Cohen & Steers
Columbia University Law Library,435 West 116 Street,New York,NY,10027,"435 West 116 Street, New York, NY 10027",,,LEED v4 ID+C: CI,39735.0,Public Assembly: Library,Columbia University
Lexington Armory Addition / Alteration,68 Lexington Ave,New York,NY,10010,"68 Lexington Ave, New York, NY 10010",,,LEED v4 ID+C: CI,205843.0,Other,DMNA
CUIMC Berrie Expansion,1150 St. Nicholas Ave.,New York,NY,10032,"1150 St. Nicholas Ave., New York, NY 10032",,,LEED v4 BD+C: NC,76300.0,Laboratory,Columbia University
100-104 Fifth Avenue,100 5th Ave,New York,NY,10011,"100 5th Ave, New York, NY 10011",Gold,2023-10-23 00:00:00,LEED v4.1 O+M: EB,250671.0,Office: Administrative/Professional,Clarion Partners
Asana 3 WTC,175 Greenwich Street,New York,NY,10007,"175 Greenwich Street, New York, NY 10007",Certified,2023-09-21 00:00:00,LEED v4 ID+C: CI,16522.0,Office: Administrative/Professional,Port Authority of New York & New Jersey
Citibank  NY 399 PARK AVE RENO,399 PARK AVENUE,NEW YORK,NY,10022,"399 PARK AVENUE, NEW YORK, NY 10022",,,LEED v4 ID+C: Retail,10716.0,Retail: Bank Branch,Citi
Citibank NY 1091 3RD AVE RELOCATION,1091 THIRD AVE,NEW YORK,NY,10065,"1091 THIRD AVE, NEW YORK, NY 10065",,,LEED v4 ID+C: Retail,5240.0,Retail: Bank Branch,Citi
